name,vsini,ror,b,ref_link
name,pl_imppar,pl_ratror,st_vsin,https://exoplanetarchive.ipac.caltech.edu/overview/name
HD 32963 b,,,1.2,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2032963%20b
Kepler-844 b,0.8551,0.027045,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-844%20b
Kepler-155 c,0.78,0.03431,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-155%20c
HD 185269 b,,,6.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20185269%20b
HD 136352 b,0.52,0.01442,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20136352%20b
TOI-1269 b,0.354559,0.02583749,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1269%20b
TOI-1295 b,,,7.8,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1295%20b
TOI-1347 b,0.82,0.02039,2.9,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1347%20b
TOI-1443 b,0.318654,0.02811851,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1443%20b
TOI-1669 b,,,0.6,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1669%20b
Kepler-11 f,0.463,0.02169,0.4,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-11%20f
Kepler-1029 b,0.92,0.015203,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1029%20b
Kepler-180 c,0.75,0.02321,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-180%20c
TOI-1260 d,0.53,0.0425,1.5,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1260%20d
TrES-3 b,0.84,0.1655,1.5,https://exoplanetarchive.ipac.caltech.edu/overview/TrES-3%20b
K2-252 b,0.41,0.0193,2.2,https://exoplanetarchive.ipac.caltech.edu/overview/K2-252%20b
K2-254 b,0.72,0.0223,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-254%20b
Ross 458 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/Ross%20458%20c
OGLE-2016-BLG-0613L AB b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/OGLE-2016-BLG-0613L%20AB%20b
HD 10180 c,,,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2010180%20c
GJ 3512 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%203512%20c
Kepler-195 c,0.29,0.019891,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-195%20c
Kepler-261 c,0.19,0.02488,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-261%20c
Kepler-263 b,0.08,0.032932,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-263%20b
Kepler-270 b,0.14,0.012904,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-270%20b
Kepler-272 c,0.03,0.017666,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-272%20c
HD 206255 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20206255%20b
HD 113538 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20113538%20b
HD 11964 b,,,2.74,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2011964%20b
HD 20781 c,,,1.1,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2020781%20c
TOI-1798.02,0.316123,0.01706,,https://exofop.ipac.caltech.edu/tess/target.php?id=198153540
WASP-197 b,0.43,0.0627,,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-197%20b
TOI-1782.02,,0.0249,,https://exofop.ipac.caltech.edu/tess/target.php?id=160045097
Kepler-55 c,0.16,0.0349,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-55%20c
HD 125595 b,,,1.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20125595%20b
TOI-1410 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1410%20c
K2-18 b,0.601,0.05375,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-18%20b
TOI-2211.01,,0.0171,,https://exofop.ipac.caltech.edu/tess/target.php?id=212253390
GJ 504 b,,,5.47,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20504%20b
TOI-1801 b,0.265,0.034,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1801%20b
TOI-1807 b,0.489226,0.01839503,4.2,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1807%20b
TOI-1860 b,0.69,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1860%20b
K2-52 b,0.32,0.075,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-52%20b
Kepler-1231 b,0.12,0.012844,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1231%20b
Kepler-117 c,0.268,0.07052,6.0,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-117%20c
Kepler-246 c,0.04,0.017042,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-246%20c
Kepler-1463 b,0.2051,0.017886,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1463%20b
Kepler-280 c,0.68,0.0197,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-280%20c
Kepler-222 b,0.57,0.0363,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-222%20b
HD 133131 A b,,,4.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20133131%20A%20b
HD 212771 b,,,1.79,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20212771%20b
K2-156 b,0.41,0.0162,1.8,https://exoplanetarchive.ipac.caltech.edu/overview/K2-156%20b
K2-157 b,,0.0107,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-157%20b
K2-16 c,0.86,0.03526,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/K2-16%20c
K2-160 b,,0.031888,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-160%20b
K2-165 d,,0.030202,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-165%20d
HD 141399 e,,,2.9,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20141399%20e
HD 147018 b,,,1.56,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20147018%20b
HD 1502 b,,,2.7,https://exoplanetarchive.ipac.caltech.edu/overview/HD%201502%20b
KIC 8540376 b,,0.03,,https://exoplanetarchive.ipac.caltech.edu/overview/KIC%208540376%20b
Kepler-204 c,0.62,0.012017,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-204%20c
HD 155358 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20155358%20b
TOI-122 b,0.72,0.075,7.2,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-122%20b
K2-24 b,0.47,0.04264,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/K2-24%20b
K2-248 b,0.4,0.0255,2.6,https://exoplanetarchive.ipac.caltech.edu/overview/K2-248%20b
Kepler-1894 c,0.53,0.012312,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1894%20c
K2-2016-BLG-0005L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-2016-BLG-0005L%20b
Kepler-365 b,0.87,0.015773,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-365%20b
HD 158259 f,,,2.9,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20158259%20f
TOI-1246 e,0.565603,0.03725226,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1246%20e
Kepler-1215 b,0.941,0.011971,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1215%20b
TOI-2796 b,0.97,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2796%20b
TOI-3082 b,0.355,0.0489,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-3082%20b
TOI-3693 b,0.17,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-3693%20b
K2-336 b,0.41,0.014,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-336%20b
K2-343 c,0.36,0.0402,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-343%20c
K2-147 b,0.5,0.0234,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-147%20b
K2-260 b,0.08,0.09617,16.0,https://exoplanetarchive.ipac.caltech.edu/overview/K2-260%20b
WASP-172 b,0.45,0.0849,13.0,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-172%20b
V1298 Tau c,0.34,0.0381,24.77,https://exoplanetarchive.ipac.caltech.edu/overview/V1298%20Tau%20c
K2-290 c,0.474,0.06848,6.5,https://exoplanetarchive.ipac.caltech.edu/overview/K2-290%20c
K2-294 b,0.51,0.01262,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-294%20b
CoRoT-18 b,0.4,0.1341,8.0,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-18%20b
CoRoT-12 b,0.573,0.1314,1.0,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-12%20b
HAT-P-17 b,0.311,0.1238,0.3,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-17%20b
Kepler-1129 c,0.0644,0.024564,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1129%20c
Kepler-1464 c,0.116,0.008751,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1464%20c
Kepler-151 b,0.79,0.03334,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-151%20b
Kepler-55 d,0.02,0.022859,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-55%20d
HATS-23 b,0.949,0.159,4.62,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-23%20b
HAT-P-20 b,0.631,0.1284,2.1,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-20%20b
HATS-42 b,0.46,0.0976,6.04,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-42%20b
HATS-40 b,0.35,0.0716,9.52,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-40%20b
Kepler-1329 b,0.5002,0.028967,8.7,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1329%20b
GJ 876 b,,,0.16,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20876%20b
K2-34 b,0.83,0.0887,6.31,https://exoplanetarchive.ipac.caltech.edu/overview/K2-34%20b
HD 191939 d,0.44,0.02916,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20191939%20d
KELT-7 b,0.593,0.0922,69.3,https://exoplanetarchive.ipac.caltech.edu/overview/KELT-7%20b
TOI-1410.01,0.565234,0.03761441,,https://exofop.ipac.caltech.edu/tess/target.php?id=199444169
TOI-1301.01,,0.0308,,https://exofop.ipac.caltech.edu/tess/target.php?id=356867115
TOI-1174 b,0.382466,0.03056,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1174%20b
TOI-1194 b,0.828766,0.08317792,2.4,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1194%20b
K2-266 e,0.36,0.03564,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-266%20e
K2-352 c,0.41,0.0185,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-352%20c
K2-198 c,0.715,0.013,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-198%20c
K2-201 c,,0.034302,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-201%20c
K2-197 b,0.45,0.0253,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-197%20b
K2-273 b,0.37,0.0327,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-273%20b
K2-276 b,0.38,0.0405,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-276%20b
K2-278 b,0.43,0.0169,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-278%20b
K2-349 b,0.4,0.0255,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-349%20b
KMT-2022-BLG-0303L b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/KMT-2022-BLG-0303L%20b
TOI-4994 b,0.18,0.07424,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-4994%20b
TOI-2088 b,0.359163,0.03981223,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2088%20b
K2-343 b,0.48,0.0329,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-343%20b
HD 81040 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2081040%20b
K2-319 b,0.35,,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-319%20b
TOI-4562 b,0.6,0.09485,17.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-4562%20b
K2-326 b,0.48,,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-326%20b
K2-357 b,0.35,0.034,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-357%20b
K2-229 c,0.39,0.0236,2.46,https://exoplanetarchive.ipac.caltech.edu/overview/K2-229%20c
K2-233 c,0.13,0.01663,4.5,https://exoplanetarchive.ipac.caltech.edu/overview/K2-233%20c
K2-238 b,,0.08,3.78,https://exoplanetarchive.ipac.caltech.edu/overview/K2-238%20b
K2-289 b,0.6,0.081,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-289%20b
TOI-1450 A b,0.737,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1450%20A%20b
TOI-1450 A c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1450%20A%20c
HIP 79431 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2079431%20b
HIP 105854 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%20105854%20b
HD 109833 c,0.73,0.0237,10.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20109833%20c
HD 7924 d,,,1.35,https://exoplanetarchive.ipac.caltech.edu/overview/HD%207924%20d
HIP 109384 b,,,2.7,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%20109384%20b
K2-373 b,0.666,0.0127,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-373%20b
HIP 5158 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%205158%20b
HD 8574 b,,,4.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%208574%20b
HD 86950 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2086950%20b
HD 168863 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20168863%20b
HD 181234 b,,,2.105,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20181234%20b
HD 190228 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20190228%20b
HD 90156 b,,,0.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2090156%20b
HD 95089 b,,,1.71,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2095089%20b
TOI-1408 c,,0.0134,9.8,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1408%20c
G 9-40 b,0.513,0.0575,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/G%209-40%20b
AU Mic c,0.3,0.0311,8.5,https://exoplanetarchive.ipac.caltech.edu/overview/AU%20Mic%20c
AU Mic d,,,8.5,https://exoplanetarchive.ipac.caltech.edu/overview/AU%20Mic%20d
Kepler-1038 b,0.81,0.03948,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1038%20b
Kepler-563 b,0.032,0.037242,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-563%20b
HD 99109 b,,,1.86,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2099109%20b
Kepler-757 b,0.6,0.010783,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-757%20b
HAT-P-34 b,0.126,0.0818,24.0,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-34%20b
K2-86 b,,0.0234,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-86%20b
Kepler-283 c,0.44,0.029388,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-283%20c
Kepler-534 b,0.0814,0.021262,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-534%20b
HD 96063 b,,,0.87,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2096063%20b
HD 98219 b,,,0.3,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2098219%20b
HIP 65407 b,,,2.8,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2065407%20b
Kepler-291 c,0.57,0.017928,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-291%20c
HAT-P-11 c,,,0.67,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-11%20c
L 98-59 e,,,0.0,https://exoplanetarchive.ipac.caltech.edu/overview/L%2098-59%20e
HIP 54373 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2054373%20b
HD 109246 b,,,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20109246%20b
HIP 5158 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%205158%20c
HIP 57274 c,,,0.5,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2057274%20c
HIP 71135 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2071135%20b
HR 8799 e,,,34.79,https://exoplanetarchive.ipac.caltech.edu/overview/HR%208799%20e
K2-36 b,0.66,0.01625,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/K2-36%20b
K2-369 b,0.727,0.0137,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-369%20b
K2-404 b,0.481,0.042,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-404%20b
K2-409 b,0.418,0.0185,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-409%20b
HATS-75 b,0.406,0.1555,,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-75%20b
K2-403 b,0.723,0.0551,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-403%20b
HIP 65407 c,,,2.8,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2065407%20c
TOI-1272 b,0.5003,0.04774732,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1272%20b
TOI-1272 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1272%20c
K2-208 b,0.49,0.01757,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-208%20b
TOI-2589 b,0.878,0.107,2.2,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2589%20b
GJ 687 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20687%20c
Kepler-113 c,0.56,0.029135,0.4,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-113%20c
Kepler-1040 b,0.77,0.019888,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1040%20b
Kepler-825 b,0.25,0.012727,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-825%20b
TOI-1630.01,,0.0265,,https://exofop.ipac.caltech.edu/tess/target.php?id=317597583
TOI-1669 c,0.560039,0.01993446,0.6,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1669%20c
TOI-1691 b,0.259467,0.03335,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1691%20b
TOI-1753 b,0.270951,0.02338968,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1753%20b
Kepler-279 d,0.9098,0.0228,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-279%20d
TOI-2120 b,0.55,0.0796,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2120%20b
HAT-P-50 b,0.629,0.0782,8.9,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-50%20b
HD 189733 b,0.6636,0.15534,3.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20189733%20b
K2-315 b,0.565,0.0444,5.0,https://exoplanetarchive.ipac.caltech.edu/overview/K2-315%20b
Qatar-5 b,0.18,0.1061,4.5,https://exoplanetarchive.ipac.caltech.edu/overview/Qatar-5%20b
K2-46 b,0.13,0.0145,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-46%20b
KELT-10 b,0.23,0.119,2.58,https://exoplanetarchive.ipac.caltech.edu/overview/KELT-10%20b
TOI-2295 b,1.056,0.104,3.9,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2295%20b
HAT-P-51 b,0.277,0.1253,1.7,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-51%20b
2MASS J0249-0557 c,,,,https://exoplanetarchive.ipac.caltech.edu/overview/2MASS%20J0249-0557%20c
WASP-57 b,0.345,0.1182,3.7,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-57%20b
WASP-14 b,0.499,0.0942,4.9,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-14%20b
WASP-18 b,0.36,0.1018,11.0,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-18%20b
K2-53 b,0.31,0.03,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-53%20b
K2-58 c,0.26,0.0169,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-58%20c
K2-61 b,0.3,0.0166,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-61%20b
WASP-104 b,0.724,0.1214,0.4,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-104%20b
KOI-1599.01,0.5131,0.018,,https://exoplanetarchive.ipac.caltech.edu/overview/KOI-1599.01
K2-392 b,0.711,0.016,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-392%20b
K2-199 b,0.25,0.02346,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-199%20b
WASP-10 b,0.299,0.15918,3.0,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-10%20b
HD 73583 b,0.566,0.03932,3.5,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2073583%20b
HATS-77 b,0.328,0.1865,,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-77%20b
TOI-2095 b,0.285,0.026,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2095%20b
TOI-2095 c,0.104,0.0277,,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-2095%20c
LHS 1815 b,0.51,0.0199,,https://exoplanetarchive.ipac.caltech.edu/overview/LHS%201815%20b
GJ 367 b,0.584,0.01399,,https://exoplanetarchive.ipac.caltech.edu/overview/GJ%20367%20b
WASP-89 b,0.1,0.1221,2.5,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-89%20b
K2-264 b,0.4,0.04318,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-264%20b
Kepler-1384 b,0.25,0.023794,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1384%20b
Kepler-1378 b,0.744,0.029761,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1378%20b
K2-212 b,0.42028,0.03577,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-212%20b
WASP-71 b,0.19,0.0646,9.4,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-71%20b
K2-116 b,0.1,0.009402,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-116%20b
HD 108874 c,,,2.2,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20108874%20c
IC 4651 9122 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/IC%204651%209122%20b
HD 222237 b,,,2.4,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20222237%20b
K2-240 b,0.28,0.0362,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-240%20b
BD-210397 c,,,3.2,https://exoplanetarchive.ipac.caltech.edu/overview/BD-210397%20c
HIP 74890 b,,,2.2,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2074890%20b
HD 68988 b,,,2.84,https://exoplanetarchive.ipac.caltech.edu/overview/HD%2068988%20b
HD 213240 b,,,3.97,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20213240%20b
HD 191939 c,0.63,0.03118,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HD%20191939%20c
EPIC 220674823 b,0.24,0.01553,2.62,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC%20220674823%20b
Kepler-1972 b,0.51,0.00532,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1972%20b
HATS-46 b,0.634,0.1088,0.9,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-46%20b
HIP 107773 b,,,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%20107773%20b
HIP 48714 b,,,,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2048714%20b
EPIC 249893012 b,0.42,0.0104,2.1,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC%20249893012%20b
Kepler-249 d,0.9,0.026278,,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-249%20d
AU Mic b,0.134,0.0488,8.5,https://exoplanetarchive.ipac.caltech.edu/overview/AU%20Mic%20b
TOI-4438 b,0.39,0.062,2.0,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-4438%20b
K2-124 b,0.47,0.069,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-124%20b
K2-133 c,0.64,0.0323,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-133%20c
K2-133 e,0.928,0.0348,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-133%20e
HATS-12 b,0.43,0.0606,6.57,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-12%20b
K2-166 b,0.4,0.0124,,https://exoplanetarchive.ipac.caltech.edu/overview/K2-166%20b
HIP 41378 b,0.55,0.01843,7.13,https://exoplanetarchive.ipac.caltech.edu/overview/HIP%2041378%20b
